user_id,face_type,rt,sex,age,recent_cold,img,pd,PVDga,PVDpi,recency,recency.z,PVDga.z,PVDpi.z
92,normal,446.5217391304348,NA,NA,not recent,3.857142857142857,5,4.25,2.4285714285714284,1,-1.4653971656782854,0.3844056943505949,-1.9804918053239122
93,disfigured,656.7916666666666,NA,NA,recent,5.428571428571429,5.571428571428571,5.25,4.142857142857143,3,-0.2667755166482142,1.9797141904394822,1.5335666634145346
93,normal,583.8333333333334,NA,NA,recent,5.428571428571429,5.571428571428571,5.25,4.142857142857143,3,-0.2667755166482142,1.9797141904394822,1.5335666634145346
94,disfigured,519.1739130434783,NA,NA,not recent,5.571428571428571,5.714285714285714,3.875,3.142857142857143,2.5,-0.566430928905732,-0.21383499168273784,-0.5163007766828929
94,normal,519.5416666666666,NA,NA,not recent,5.571428571428571,5.714285714285714,3.875,3.142857142857143,2.5,-0.566430928905732,-0.21383499168273784,-0.5163007766828929
95,disfigured,598.0833333333334,NA,NA,recent,4.571428571428571,5.428571428571429,4,3.4285714285714284,6.5,1.8308123691544107,-0.014421429671626927,0.06937563477351442
95,normal,570.875,NA,NA,recent,4.571428571428571,5.428571428571429,4,3.4285714285714284,6.5,1.8308123691544107,-0.014421429671626927,0.06937563477351442
96,disfigured,642.875,NA,NA,not recent,5.857142857142857,5.571428571428571,4.125,4.285714285714286,3.75,0.18270760173806255,0.18499213233948397,1.8264048691427373
96,normal,566.0869565217391,NA,NA,not recent,5.857142857142857,5.571428571428571,4.125,4.285714285714286,3.75,0.18270760173806255,0.18499213233948397,1.8264048691427373
97,disfigured,713.6086956521739,NA,NA,not recent,4.571428571428571,4.857142857142857,4.125,2.7142857142857144,4,0.33253530786682145,0.18499213233948397,-1.3948153938675039
97,normal,624.3809523809524,NA,NA,not recent,4.571428571428571,4.857142857142857,4.125,2.7142857142857144,4,0.33253530786682145,0.18499213233948397,-1.3948153938675039
98,disfigured,685.9583333333334,NA,NA,not recent,5.857142857142857,6.714285714285714,5,3.4285714285714284,1.5,-1.1657417534207677,1.5808870664172603,0.06937563477351442
98,normal,654.5454545454545,NA,NA,not recent,5.857142857142857,6.714285714285714,5,3.4285714285714284,1.5,-1.1657417534207677,1.5808870664172603,0.06937563477351442
99,disfigured,514.304347826087,NA,NA,not recent,3.7142857142857144,6.142857142857143,2.25,3.142857142857143,1.5,-1.1657417534207677,-2.8062112978271796,-0.5163007766828929
99,normal,491.5,NA,NA,not recent,3.7142857142857144,6.142857142857143,2.25,3.142857142857143,1.5,-1.1657417534207677,-2.8062112978271796,-0.5163007766828929
