subject	blockcode	trialcode	trialnum	latency	response	stimulusitem1	stimulusitem2	stimulusitem3	stimulusitem4	stimulusitem5
424	real_a	real_bottomright_same_a	16	586	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp
424	real_a	real_topright_diff_a	17	485	23	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	square.bmp
424	real_a	real_topright_same_a	18	587	18	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	circle.bmp
424	real_a	real_topright_diff_a	19	606	23	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	square.bmp
424	real_a	real_bottomleft_diff_a	20	432	23	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	square.bmp
424	real_b	real_bottomleft_same_b	1	532	23	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	square.bmp
424	real_b	real_topleft_diff_b	2	473	18	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	circle.bmp
424	real_b	real_topright_same_b	3	448	18	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	circle.bmp
424	real_b	real_topright_diff_b	4	504	18	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	circle.bmp
424	real_b	real_bottomright_same_b	5	382	23	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	square.bmp
424	real_b	real_bottomleft_diff_b	6	617	18	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	circle.bmp
424	real_b	real_topleft_diff_b	7	530	23	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	square.bmp
424	real_b	real_bottomright_same_b	8	455	18	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	circle.bmp
424	real_b	real_topleft_diff_b	9	495	23	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	square.bmp
424	real_b	real_topright_diff_b	10	574	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp
424	real_b	real_topright_same_b	11	553	23	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	square.bmp
424	real_b	real_bottomleft_diff_b	12	565	18	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	circle.bmp
424	real_b	real_bottomleft_diff_b	13	553	18	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	circle.bmp
424	real_b	real_bottomright_diff_b	14	485	23	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	square.bmp
424	real_b	real_bottomright_diff_b	15	707	18	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	circle.bmp
424	real_b	real_topright_diff_b	16	417	23	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	square.bmp
424	real_b	real_topleft_same_b	17	571	23	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	square.bmp
424	real_b	real_bottomright_diff_b	18	366	18	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	circle.bmp
424	real_b	real_bottomleft_same_b	19	505	23	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	square.bmp
424	real_b	real_topleft_same_b	20	439	18	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	circle.bmp
424	real_c	real_topright_same_c	1	553	18	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	circle.bmp
424	real_c	real_topright_diff_c	2	437	23	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	square.bmp
424	real_c	real_bottomleft_diff_c	3	518	23	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	square.bmp
424	real_c	real_topleft_same_c	4	411	18	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	circle.bmp
424	real_c	real_topleft_diff_c	5	589	23	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	square.bmp
424	real_c	real_bottomright_same_c	6	415	23	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	square.bmp
424	real_c	real_topleft_diff_c	7	561	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp
424	real_c	real_topright_diff_c	8	445	18	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	circle.bmp
424	real_c	real_bottomleft_same_c	9	765	18	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	circle.bmp
424	real_c	real_bottomright_diff_c	10	665	23	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	square.bmp
424	real_c	real_topleft_same_c	11	449	18	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	circle.bmp
424	real_c	real_bottomleft_same_c	12	673	23	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	square.bmp
424	real_c	real_bottomleft_diff_c	13	440	23	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	square.bmp
424	real_c	real_topleft_diff_c	14	617	18	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	circle.bmp
424	real_c	real_bottomright_same_c	15	491	18	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	circle.bmp
424	real_c	real_bottomright_diff_c	16	537	18	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	circle.bmp
424	real_c	real_bottomleft_diff_c	17	582	23	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	square.bmp
424	real_c	real_topright_diff_c	18	497	23	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	square.bmp
424	real_c	real_bottomright_diff_c	19	575	23	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	square.bmp
424	real_c	real_topright_same_c	20	515	18	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	circle.bmp
424	real_d	real_bottomleft_diff_d	1	476	23	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	square.bmp
424	real_d	real_bottomleft_same_d	2	484	23	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	square.bmp
424	real_d	real_bottomright_diff_d	3	714	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp
424	real_d	real_topright_same_d	4	567	23	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	square.bmp
424	real_d	real_topright_diff_d	5	378	18	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	circle.bmp
424	real_d	real_topleft_same_d	6	509	23	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	square.bmp
424	real_d	real_bottomright_same_d	7	427	23	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	square.bmp
424	real_d	real_bottomright_diff_d	8	516	18	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	circle.bmp
424	real_d	real_bottomleft_diff_d	9	449	18	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	circle.bmp
424	real_d	real_topright_diff_d	10	385	23	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	square.bmp
424	real_d	real_topleft_diff_d	11	523	18	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	circle.bmp
424	real_d	real_topright_diff_d	12	513	23	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	square.bmp
424	real_d	real_bottomleft_diff_d	13	439	23	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	square.bmp
424	real_d	real_bottomleft_same_d	14	399	18	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	circle.bmp
424	real_d	real_topleft_diff_d	15	569	23	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	square.bmp
424	real_d	real_bottomright_diff_d	16	533	23	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	square.bmp
424	real_d	real_topleft_diff_d	17	362	23	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	square.bmp
424	real_d	real_topright_same_d	18	389	18	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	circle.bmp
424	real_d	real_bottomright_same_d	19	320	23	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	square.bmp
424	real_d	real_topleft_same_d	20	374	18	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	circle.bmp
428	practice	practice_bottomleft_same	1	982	18	mask.bmp	blankscreen.bmp	practice6.jpg	blankscreen.bmp	circle.bmp
428	practice	practice_bottomleft_same	2	544	18	mask.bmp	blankscreen.bmp	practice5.jpg	blankscreen.bmp	circle.bmp
428	practice	practice_topleft_same	3	539	23	mask.bmp	blankscreen.bmp	practice2.jpg	blankscreen.bmp	square.bmp
428	practice	practice_topright_same	4	351	23	mask.bmp	blankscreen.bmp	practice3.jpg	blankscreen.bmp	square.bmp
428	practice	practice_topright_same	5	434	23	mask.bmp	blankscreen.bmp	practice4.jpg	blankscreen.bmp	square.bmp
428	practice	practice_bottomright_same	6	569	23	mask.bmp	blankscreen.bmp	practice7.jpg	blankscreen.bmp	square.bmp
428	practice	practice_topleft_diff	7	395	18	mask.bmp	blankscreen.bmp	practice9.jpg	blankscreen.bmp	circle.bmp
428	practice	practice_topright_diff	8	541	18	mask.bmp	blankscreen.bmp	practice10.jpg	blankscreen.bmp	circle.bmp
428	practice	practice_bottomright_same	9	344	23	mask.bmp	blankscreen.bmp	practice8.jpg	blankscreen.bmp	square.bmp
428	practice	practice_bottomleft_diff	10	547	23	mask.bmp	blankscreen.bmp	practice11.jpg	blankscreen.bmp	square.bmp
428	practice	practice_bottomright_diff	11	447	18	mask.bmp	blankscreen.bmp	practice12.jpg	blankscreen.bmp	circle.bmp
428	practice	practice_topleft_same	12	342	18	mask.bmp	blankscreen.bmp	practice1.jpg	blankscreen.bmp	circle.bmp
428	real_a	real_bottomleft_diff_a	1	475	23	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	square.bmp
428	real_a	real_bottomright_diff_a	2	626	23	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	square.bmp
428	real_a	real_bottomleft_diff_a	3	451	23	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	square.bmp
428	real_a	real_topleft_diff_a	4	451	18	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	circle.bmp
428	real_a	real_topright_diff_a	5	467	23	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	square.bmp
428	real_a	real_bottomright_same_a	6	395	18	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	circle.bmp
428	real_a	real_bottomleft_same_a	7	309	18	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	circle.bmp
428	real_a	real_bottomright_diff_a	8	443	18	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	circle.bmp
428	real_a	real_topleft_same_a	9	603	23	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	square.bmp
428	real_a	real_topright_diff_a	10	333	23	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	circle.bmp
428	real_a	real_topright_same_a	11	786	23	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	square.bmp
428	real_a	real_topleft_same_a	12	349	18	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	circle.bmp
428	real_a	real_bottomleft_same_a	13	361	18	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	circle.bmp
428	real_a	real_topleft_diff_a	14	661	23	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	square.bmp
428	real_a	real_bottomright_same_a	15	276	18	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	circle.bmp
428	real_a	real_bottomright_diff_a	16	483	18	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	circle.bmp
428	real_a	real_topright_diff_a	17	426	23	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	square.bmp
428	real_a	real_topright_same_a	18	443	23	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	square.bmp
428	real_a	real_topleft_diff_a	19	500	18	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	circle.bmp
428	real_a	real_bottomleft_diff_a	20	458	23	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	square.bmp
428	real_b	real_bottomleft_same_b	1	563	18	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	circle.bmp
428	real_b	real_bottomleft_same_b	2	495	23	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	square.bmp
428	real_b	real_bottomright_diff_b	3	381	23	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	square.bmp
428	real_b	real_topright_diff_b	4	456	18	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	circle.bmp
428	real_b	real_topleft_diff_b	5	472	23	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	square.bmp
428	real_b	real_topright_same_b	6	479	18	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	circle.bmp
428	real_b	real_bottomright_diff_b	7	454	18	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	square.bmp
428	real_b	real_topright_diff_b	8	519	18	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	circle.bmp
428	real_b	real_topleft_same_b	9	508	18	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	circle.bmp
428	real_b	real_topleft_diff_b	10	330	23	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	square.bmp
428	real_b	real_bottomright_same_b	11	495	18	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	circle.bmp
428	real_b	real_topleft_diff_b	12	421	23	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	square.bmp
428	real_b	real_topleft_same_b	13	927	23	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	square.bmp
428	real_b	real_bottomright_diff_b	14	596	18	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	circle.bmp
428	real_b	real_bottomleft_diff_b	15	311	18	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	circle.bmp
428	real_b	real_topright_diff_b	16	261	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp
428	real_b	real_bottomleft_diff_b	17	357	23	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	circle.bmp
428	real_b	real_topright_same_b	18	561	18	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	circle.bmp
428	real_b	real_bottomleft_diff_b	19	468	23	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	square.bmp
428	real_b	real_bottomright_same_b	20	499	23	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	square.bmp
428	real_c	real_bottomleft_diff_c	1	569	18	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	circle.bmp
428	real_c	real_topleft_diff_c	2	453	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp
428	real_c	real_bottomleft_same_c	3	845	23	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	circle.bmp
428	real_c	real_bottomleft_diff_c	4	317	18	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	circle.bmp
428	real_c	real_topright_same_c	5	371	23	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	square.bmp
428	real_c	real_bottomright_diff_c	6	430	23	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	square.bmp
428	real_c	real_bottomright_diff_c	7	415	23	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	square.bmp
428	real_c	real_bottomright_same_c	8	385	23	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	square.bmp
428	real_c	real_topright_diff_c	9	332	18	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	circle.bmp
428	real_c	real_topleft_same_c	10	361	23	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	square.bmp
428	real_c	real_topleft_same_c	11	325	23	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	circle.bmp
428	real_c	real_topright_diff_c	12	571	18	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	circle.bmp
428	real_c	real_topleft_diff_c	13	342	23	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	square.bmp
428	real_c	real_bottomright_same_c	14	483	23	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	square.bmp
428	real_c	real_bottomleft_same_c	15	690	23	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	square.bmp
428	real_c	real_bottomleft_diff_c	16	425	18	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	circle.bmp
428	real_c	real_topright_diff_c	17	394	23	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	square.bmp
428	real_c	real_topleft_diff_c	18	476	23	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	square.bmp
428	real_c	real_bottomright_diff_c	19	491	23	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	square.bmp
428	real_c	real_topright_same_c	20	506	18	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	circle.bmp
428	real_d	real_bottomleft_diff_d	1	723	18	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	circle.bmp
428	real_d	real_topleft_same_d	2	473	23	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	square.bmp
428	real_d	real_bottomleft_diff_d	3	352	23	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	square.bmp
428	real_d	real_bottomleft_diff_d	4	396	23	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	square.bmp
428	real_d	real_bottomright_same_d	5	559	23	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	square.bmp
428	real_d	real_topleft_diff_d	6	435	23	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	square.bmp
428	real_d	real_bottomleft_same_d	7	371	23	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	square.bmp
428	real_d	real_bottomright_diff_d	8	503	23	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	square.bmp
428	real_d	real_topleft_diff_d	9	501	18	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	circle.bmp
428	real_d	real_topright_diff_d	10	451	18	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	circle.bmp
428	real_d	real_topright_diff_d	11	394	18	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	circle.bmp
428	real_d	real_bottomleft_same_d	12	349	23	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	square.bmp
428	real_d	real_topright_same_d	13	433	18	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	square.bmp
428	real_d	real_topleft_same_d	14	746	23	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	square.bmp
428	real_d	real_bottomright_diff_d	15	671	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp
428	real_d	real_topleft_diff_d	16	278	18	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	circle.bmp
428	real_d	real_bottomright_diff_d	17	445	18	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	circle.bmp
428	real_d	real_topright_diff_d	18	334	18	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	circle.bmp
428	real_d	real_topright_same_d	19	619	18	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	circle.bmp
428	real_d	real_bottomright_same_d	20	428	18	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	circle.bmp
433	practice	practice_bottomright_same	1	1228	18	mask.bmp	blankscreen.bmp	practice8.jpg	blankscreen.bmp	circle.bmp
433	practice	practice_bottomleft_same	2	956	23	mask.bmp	blankscreen.bmp	practice5.jpg	blankscreen.bmp	square.bmp
433	practice	practice_topright_same	3	438	18	mask.bmp	blankscreen.bmp	practice4.jpg	blankscreen.bmp	circle.bmp
433	practice	practice_bottomright_diff	4	486	23	mask.bmp	blankscreen.bmp	practice12.jpg	blankscreen.bmp	square.bmp
433	practice	practice_topright_same	5	419	18	mask.bmp	blankscreen.bmp	practice3.jpg	blankscreen.bmp	circle.bmp
433	practice	practice_bottomleft_same	6	403	18	mask.bmp	blankscreen.bmp	practice6.jpg	blankscreen.bmp	circle.bmp
433	practice	practice_topright_diff	7	708	23	mask.bmp	blankscreen.bmp	practice10.jpg	blankscreen.bmp	square.bmp
433	practice	practice_topleft_same	8	472	18	mask.bmp	blankscreen.bmp	practice1.jpg	blankscreen.bmp	circle.bmp
433	practice	practice_bottomright_same	9	526	23	mask.bmp	blankscreen.bmp	practice7.jpg	blankscreen.bmp	square.bmp
433	practice	practice_topleft_same	10	530	18	mask.bmp	blankscreen.bmp	practice2.jpg	blankscreen.bmp	circle.bmp
433	practice	practice_bottomleft_diff	11	382	18	mask.bmp	blankscreen.bmp	practice11.jpg	blankscreen.bmp	circle.bmp
433	practice	practice_topleft_diff	12	360	18	mask.bmp	blankscreen.bmp	practice9.jpg	blankscreen.bmp	circle.bmp
433	real_a	real_topleft_same_a	1	934	18	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	circle.bmp
433	real_a	real_topright_diff_a	2	570	18	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	circle.bmp
433	real_a	real_bottomleft_diff_a	3	622	18	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	circle.bmp
433	real_a	real_bottomright_same_a	4	655	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp
433	real_a	real_bottomleft_diff_a	5	823	23	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	square.bmp
433	real_a	real_topright_diff_a	6	592	23	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	square.bmp
433	real_a	real_bottomright_same_a	7	475	18	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	circle.bmp
433	real_a	real_bottomright_diff_a	8	466	23	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	square.bmp
433	real_a	real_bottomleft_same_a	9	458	23	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	square.bmp
433	real_a	real_bottomright_diff_a	10	370	23	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	square.bmp
433	real_a	real_topright_same_a	11	573	23	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	square.bmp
433	real_a	real_topright_diff_a	12	608	23	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	square.bmp
433	real_a	real_bottomright_diff_a	13	666	18	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	circle.bmp
433	real_a	real_topleft_same_a	14	578	23	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	square.bmp
433	real_a	real_bottomleft_diff_a	15	781	23	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	square.bmp
433	real_a	real_bottomleft_same_a	16	408	18	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	circle.bmp
433	real_a	real_topleft_diff_a	17	490	23	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	square.bmp
433	real_a	real_topleft_diff_a	18	456	18	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	circle.bmp
433	real_a	real_topleft_diff_a	19	760	23	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	square.bmp
433	real_a	real_topright_same_a	20	388	18	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	circle.bmp
433	real_b	real_bottomright_diff_b	1	517	23	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	square.bmp
433	real_b	real_topleft_same_b	2	498	18	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	circle.bmp
433	real_b	real_bottomright_diff_b	3	368	23	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	circle.bmp
433	real_b	real_topright_diff_b	4	596	23	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	square.bmp
433	real_b	real_topleft_diff_b	5	494	18	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	circle.bmp
433	real_b	real_topright_diff_b	6	508	18	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	circle.bmp
433	real_b	real_bottomright_same_b	7	458	23	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	square.bmp
433	real_b	real_bottomright_same_b	8	378	18	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	circle.bmp
433	real_b	real_topright_same_b	9	389	18	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	circle.bmp
433	real_b	real_topleft_same_b	10	528	23	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	square.bmp
433	real_b	real_bottomleft_diff_b	11	580	18	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	circle.bmp
433	real_b	real_topleft_diff_b	12	495	23	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	square.bmp
433	real_b	real_bottomleft_diff_b	13	702	18	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	circle.bmp
433	real_b	real_topright_same_b	14	508	18	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	circle.bmp
433	real_b	real_topleft_diff_b	15	474	23	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	square.bmp
433	real_b	real_bottomleft_same_b	16	545	18	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	circle.bmp
433	real_b	real_bottomleft_diff_b	17	1069	18	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	circle.bmp
433	real_b	real_topright_diff_b	18	428	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp
433	real_b	real_bottomleft_same_b	19	357	23	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	square.bmp
433	real_b	real_bottomright_diff_b	20	361	18	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	circle.bmp
433	real_c	real_topright_same_c	1	462	23	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	square.bmp
433	real_c	real_topleft_diff_c	2	534	23	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	square.bmp
433	real_c	real_topleft_same_c	3	347	23	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	square.bmp
433	real_c	real_bottomleft_same_c	4	527	23	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	square.bmp
