subject	blockcode	trialcode	trialnum	latency	response	stimulusitem1	stimulusitem2	stimulusitem3	stimulusitem4	stimulusitem5										
473	practice	practice_topright_same	4	740	23	mask.bmp	blankscreen.bmp	practice4.jpg	blankscreen.bmp	square.bmp										
473	practice	practice_topleft_same	5	584	23	mask.bmp	blankscreen.bmp	practice2.jpg	blankscreen.bmp	square.bmp										
473	practice	practice_topleft_same	6	682	18	mask.bmp	blankscreen.bmp	practice1.jpg	blankscreen.bmp	circle.bmp										
473	practice	practice_topleft_diff	7	616	18	mask.bmp	blankscreen.bmp	practice9.jpg	blankscreen.bmp	circle.bmp										
473	practice	practice_bottomleft_same	8	1464	18	mask.bmp	blankscreen.bmp	practice6.jpg	blankscreen.bmp	circle.bmp										
473	practice	practice_bottomright_diff	9	567	23	mask.bmp	blankscreen.bmp	practice12.jpg	blankscreen.bmp	square.bmp										
473	practice	practice_bottomleft_diff	10	601	18	mask.bmp	blankscreen.bmp	practice11.jpg	blankscreen.bmp	circle.bmp										
473	practice	practice_bottomleft_same	11	594	23	mask.bmp	blankscreen.bmp	practice5.jpg	blankscreen.bmp	square.bmp										
473	practice	practice_bottomright_same	12	667	18	mask.bmp	blankscreen.bmp	practice7.jpg	blankscreen.bmp	circle.bmp										
473	real_a	real_topright_same_a	1	755	23	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	square.bmp										
473	real_a	real_bottomleft_diff_a	2	711	23	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	square.bmp										
473	real_a	real_topright_diff_a	3	629	23	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	square.bmp										
473	real_a	real_bottomleft_diff_a	4	590	18	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	circle.bmp										
473	real_a	real_bottomright_same_a	5	497	18	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp										
473	real_a	real_bottomright_diff_a	6	823	18	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	circle.bmp										
473	real_a	real_topright_same_a	7	921	18	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	circle.bmp										
473	real_a	real_topleft_same_a	8	550	23	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	square.bmp										
473	real_a	real_bottomleft_same_a	9	890	23	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	square.bmp										
473	real_a	real_topright_diff_a	10	761	23	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	square.bmp										
473	real_a	real_bottomright_diff_a	11	741	18	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	circle.bmp										
473	real_a	real_bottomleft_diff_a	12	650	18	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	circle.bmp										
473	real_a	real_topleft_same_a	13	706	23	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	square.bmp										
473	real_a	real_bottomright_diff_a	14	872	18	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	circle.bmp										
473	real_a	real_topleft_diff_a	15	863	23	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	square.bmp										
473	real_a	real_topleft_diff_a	16	671	18	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	circle.bmp										
473	real_a	real_topleft_diff_a	17	590	23	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	square.bmp										
473	real_a	real_bottomright_same_a	18	601	18	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	circle.bmp										
473	real_a	real_bottomleft_same_a	19	691	23	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	square.bmp										
473	real_a	real_topright_diff_a	20	610	18	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	circle.bmp										
473	real_b	real_topright_diff_b	1	458	18	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	circle.bmp										
473	real_b	real_bottomright_diff_b	2	714	18	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	circle.bmp										
473	real_b	real_topleft_diff_b	3	503	18	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	circle.bmp										
473	real_b	real_bottomright_same_b	4	541	23	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	square.bmp										
473	real_b	real_topleft_diff_b	5	506	23	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	square.bmp										
473	real_b	real_topright_same_b	6	504	18	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	circle.bmp										
473	real_b	real_bottomright_same_b	7	702	23	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	square.bmp										
473	real_b	real_bottomleft_same_b	8	539	23	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	square.bmp										
473	real_b	real_topleft_same_b	9	576	23	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	square.bmp										
473	real_b	real_topright_diff_b	10	563	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp										
473	real_b	real_topright_same_b	11	423	18	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	circle.bmp										
473	real_b	real_bottomleft_diff_b	12	1041	23	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	square.bmp										
473	real_b	real_topright_diff_b	13	513	18	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	circle.bmp										
473	real_b	real_topleft_same_b	14	679	18	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	circle.bmp										
473	real_b	real_bottomleft_same_b	15	447	18	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	circle.bmp										
473	real_b	real_bottomleft_diff_b	16	559	18	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	circle.bmp										
473	real_b	real_bottomright_diff_b	17	603	23	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	square.bmp										
473	real_b	real_bottomright_diff_b	18	645	23	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	square.bmp										
473	real_b	real_topleft_diff_b	19	421	18	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	circle.bmp										
473	real_b	real_bottomleft_diff_b	20	479	23	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	square.bmp										
473	real_c	real_topleft_same_c	1	795	18	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	circle.bmp										
473	real_c	real_bottomleft_same_c	2	470	23	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	square.bmp										
473	real_c	real_bottomleft_same_c	3	581	18	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	circle.bmp										
473	real_c	real_bottomleft_diff_c	4	592	23	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	square.bmp										
473	real_c	real_topleft_same_c	5	555	23	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	square.bmp										
473	real_c	real_topright_diff_c	6	623	23	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	square.bmp										
473	real_c	real_topleft_diff_c	7	648	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp										
473	real_c	real_topleft_diff_c	8	584	18	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	circle.bmp										
473	real_c	real_bottomright_same_c	9	691	18	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	circle.bmp										
473	real_c	real_topright_same_c	10	530	23	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	square.bmp										
473	real_c	real_topright_diff_c	11	607	23	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	square.bmp										
473	real_c	real_bottomright_same_c	12	353	18	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	circle.bmp										
473	real_c	real_bottomright_diff_c	13	701	23	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	square.bmp										
473	real_c	real_bottomright_diff_c	14	755	18	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	circle.bmp										
473	real_c	real_topright_diff_c	15	679	23	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	square.bmp										
473	real_c	real_bottomleft_diff_c	16	638	23	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	square.bmp										
473	real_c	real_bottomleft_diff_c	17	615	18	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	circle.bmp										
473	real_c	real_topleft_diff_c	18	512	18	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	square.bmp										
473	real_c	real_topright_same_c	19	878	18	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	circle.bmp										
473	real_c	real_bottomright_diff_c	20	462	23	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	square.bmp										
473	real_d	real_topright_same_d	1	572	23	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	square.bmp										
473	real_d	real_topright_diff_d	2	679	23	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	square.bmp										
473	real_d	real_bottomright_same_d	3	478	23	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	square.bmp										
473	real_d	real_bottomright_same_d	4	389	18	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	circle.bmp										
473	real_d	real_bottomleft_diff_d	5	559	18	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	circle.bmp										
473	real_d	real_topleft_same_d	6	435	18	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	circle.bmp										
473	real_d	real_bottomleft_diff_d	7	548	18	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	circle.bmp										
473	real_d	real_topright_diff_d	8	489	18	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	circle.bmp										
473	real_d	real_bottomleft_same_d	9	615	23	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	square.bmp										
473	real_d	real_topright_same_d	10	585	18	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	circle.bmp										
473	real_d	real_bottomleft_diff_d	11	531	23	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	square.bmp										
473	real_d	real_bottomright_diff_d	12	648	18	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	circle.bmp										
473	real_d	real_topleft_diff_d	13	504	23	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	square.bmp										
473	real_d	real_topleft_diff_d	14	566	23	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	square.bmp										
473	real_d	real_topleft_same_d	15	593	23	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	square.bmp										
473	real_d	real_bottomright_diff_d	16	452	18	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	circle.bmp										
473	real_d	real_bottomleft_same_d	17	628	23	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	square.bmp										
473	real_d	real_topright_diff_d	18	573	18	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	square.bmp										
473	real_d	real_bottomright_diff_d	19	512	23	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	square.bmp										
473	real_d	real_topleft_diff_d	20	566	18	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	circle.bmp										
474	practice	practice_bottomleft_same	1	992	18	mask.bmp	blankscreen.bmp	practice5.jpg	blankscreen.bmp	circle.bmp										
474	practice	practice_bottomright_same	2	1617	23	mask.bmp	blankscreen.bmp	practice8.jpg	blankscreen.bmp	square.bmp										
474	practice	practice_topright_diff	3	761	18	mask.bmp	blankscreen.bmp	practice10.jpg	blankscreen.bmp	circle.bmp										
474	practice	practice_topleft_same	4	796	23	mask.bmp	blankscreen.bmp	practice2.jpg	blankscreen.bmp	square.bmp										
474	practice	practice_topleft_same	5	637	18	mask.bmp	blankscreen.bmp	practice1.jpg	blankscreen.bmp	circle.bmp										
474	practice	practice_topright_same	6	756	18	mask.bmp	blankscreen.bmp	practice3.jpg	blankscreen.bmp	circle.bmp										
474	practice	practice_bottomright_diff	7	527	18	mask.bmp	blankscreen.bmp	practice12.jpg	blankscreen.bmp	circle.bmp										
474	practice	practice_topright_same	8	723	23	mask.bmp	blankscreen.bmp	practice4.jpg	blankscreen.bmp	square.bmp										
474	practice	practice_topleft_diff	9	559	18	mask.bmp	blankscreen.bmp	practice9.jpg	blankscreen.bmp	circle.bmp										
474	practice	practice_bottomright_same	10	722	23	mask.bmp	blankscreen.bmp	practice7.jpg	blankscreen.bmp	square.bmp										
474	practice	practice_bottomleft_same	11	622	18	mask.bmp	blankscreen.bmp	practice6.jpg	blankscreen.bmp	circle.bmp										
474	practice	practice_bottomleft_diff	12	606	23	mask.bmp	blankscreen.bmp	practice11.jpg	blankscreen.bmp	square.bmp										
474	real_a	real_bottomright_same_a	1	892	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp										
474	real_a	real_topleft_diff_a	2	427	18	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	circle.bmp										
474	real_a	real_bottomright_diff_a	3	700	23	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	square.bmp										
474	real_a	real_bottomleft_diff_a	4	498	23	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	square.bmp										
474	real_a	real_bottomleft_same_a	5	457	18	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	circle.bmp										
474	real_a	real_bottomright_diff_a	6	793	18	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	circle.bmp										
474	real_a	real_topright_same_a	7	515	23	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	square.bmp										
474	real_a	real_topleft_same_a	8	417	18	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	circle.bmp										
474	real_a	real_topleft_same_a	9	650	23	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	square.bmp										
474	real_a	real_topright_diff_a	10	666	23	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	square.bmp										
474	real_a	real_bottomright_same_a	11	609	23	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	circle.bmp										
474	real_a	real_topright_diff_a	12	851	23	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	square.bmp										
474	real_a	real_bottomright_diff_a	13	651	23	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	square.bmp										
474	real_a	real_topleft_diff_a	14	612	23	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	square.bmp										
474	real_a	real_bottomleft_diff_a	15	550	23	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	square.bmp										
474	real_a	real_topright_same_a	16	490	23	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	square.bmp										
474	real_a	real_topright_diff_a	17	641	18	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	circle.bmp										
474	real_a	real_bottomleft_same_a	18	586	18	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	circle.bmp										
474	real_a	real_topleft_diff_a	19	524	18	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	circle.bmp										
474	real_a	real_bottomleft_diff_a	20	442	23	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	square.bmp										
474	real_b	real_bottomleft_same_b	1	487	18	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	circle.bmp										
474	real_b	real_topright_diff_b	2	710	18	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	circle.bmp										
474	real_b	real_topleft_same_b	3	476	23	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	square.bmp										
474	real_b	real_bottomleft_diff_b	4	307	18	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	circle.bmp										
474	real_b	real_topleft_diff_b	5	377	18	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	circle.bmp										
474	real_b	real_topleft_same_b	6	420	18	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	circle.bmp										
474	real_b	real_bottomright_diff_b	7	374	18	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	circle.bmp										
474	real_b	real_bottomright_diff_b	8	409	18	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	circle.bmp										
474	real_b	real_topright_diff_b	9	475	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp										
474	real_b	real_topright_diff_b	10	458	23	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	square.bmp										
474	real_b	real_topleft_diff_b	11	482	23	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	square.bmp										
474	real_b	real_bottomright_same_b	12	649	18	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	circle.bmp										
474	real_b	real_topright_same_b	13	657	23	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	square.bmp										
474	real_b	real_topright_same_b	14	617	18	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	circle.bmp										
474	real_b	real_topleft_diff_b	15	531	18	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	circle.bmp										
474	real_b	real_bottomleft_diff_b	16	415	23	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	square.bmp										
474	real_b	real_bottomleft_same_b	17	553	18	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	circle.bmp										
474	real_b	real_bottomright_diff_b	18	637	23	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	square.bmp										
474	real_b	real_bottomright_same_b	19	1093	18	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	circle.bmp										
474	real_b	real_bottomleft_diff_b	20	580	23	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	square.bmp										
474	real_c	real_topright_diff_c	1	555	23	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	square.bmp										
474	real_c	real_topleft_same_c	2	887	23	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	square.bmp										
474	real_c	real_bottomright_diff_c	3	549	23	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	square.bmp										
474	real_c	real_topleft_diff_c	4	729	18	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	circle.bmp										
474	real_c	real_bottomright_diff_c	5	542	18	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	circle.bmp										
474	real_c	real_bottomright_diff_c	6	691	23	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	circle.bmp										
474	real_c	real_topleft_diff_c	7	498	23	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	square.bmp										
474	real_c	real_bottomright_same_c	8	465	23	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	square.bmp										
474	real_c	real_bottomleft_diff_c	9	488	18	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	circle.bmp										
474	real_c	real_topleft_same_c	10	471	18	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	square.bmp										
474	real_c	real_topright_same_c	11	990	23	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	square.bmp										
474	real_c	real_topright_diff_c	12	593	18	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	circle.bmp										
474	real_c	real_topright_diff_c	13	540	23	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	square.bmp										
474	real_c	real_topright_same_c	14	432	23	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	square.bmp										
474	real_c	real_bottomleft_same_c	15	433	18	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	circle.bmp										
474	real_c	real_bottomleft_diff_c	16	466	23	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	square.bmp										
474	real_c	real_bottomleft_diff_c	17	450	23	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	square.bmp										
474	real_c	real_bottomright_same_c	18	562	18	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	circle.bmp										
474	real_c	real_topleft_diff_c	19	526	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp										
474	real_c	real_bottomleft_same_c	20	516	23	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	square.bmp										
474	real_d	real_bottomleft_diff_d	1	744	18	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	circle.bmp										
474	real_d	real_bottomright_diff_d	2	356	18	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	circle.bmp										
474	real_d	real_bottomleft_diff_d	3	464	18	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	circle.bmp										
474	real_d	real_bottomright_same_d	4	591	23	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	square.bmp										
474	real_d	real_topright_diff_d	5	506	18	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	circle.bmp										
474	real_d	real_bottomleft_same_d	6	640	23	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	square.bmp										
474	real_d	real_topleft_diff_d	7	552	23	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	square.bmp										
474	real_d	real_topright_same_d	8	420	23	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	square.bmp										
474	real_d	real_bottomleft_same_d	9	382	18	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	circle.bmp										
474	real_d	real_bottomright_same_d	10	385	23	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	square.bmp										
474	real_d	real_topleft_diff_d	11	499	23	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	square.bmp										
474	real_d	real_topleft_same_d	12	433	18	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	circle.bmp										
474	real_d	real_topright_diff_d	13	530	18	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	circle.bmp										
474	real_d	real_topleft_same_d	14	503	18	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	circle.bmp										
474	real_d	real_topright_diff_d	15	525	18	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	circle.bmp										
474	real_d	real_topleft_diff_d	16	467	18	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	circle.bmp										
474	real_d	real_topright_same_d	17	426	18	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	circle.bmp										
474	real_d	real_bottomright_diff_d	18	587	23	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	square.bmp										
474	real_d	real_bottomleft_diff_d	19	278	23	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	square.bmp										
474	real_d	real_bottomright_diff_d	20	269	18	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	circle.bmp										
475	practice	practice_topright_diff	1	1207	23	mask.bmp	blankscreen.bmp	practice10.jpg	blankscreen.bmp	square.bmp										
475	practice	practice_bottomright_same	2	1120	23	mask.bmp	blankscreen.bmp	practice7.jpg	blankscreen.bmp	square.bmp										
475	practice	practice_topright_same	3	812	23	mask.bmp	blankscreen.bmp	practice4.jpg	blankscreen.bmp	square.bmp										
475	practice	practice_bottomleft_same	4	509	18	mask.bmp	blankscreen.bmp	practice5.jpg	blankscreen.bmp	circle.bmp										
475	practice	practice_bottomleft_same	5	553	18	mask.bmp	blankscreen.bmp	practice6.jpg	blankscreen.bmp	circle.bmp										
475	practice	practice_bottomright_diff	6	772	23	mask.bmp	blankscreen.bmp	practice12.jpg	blankscreen.bmp	square.bmp										
475	practice	practice_topright_same	7	766	18	mask.bmp	blankscreen.bmp	practice3.jpg	blankscreen.bmp	circle.bmp										
475	practice	practice_topleft_same	8	536	18	mask.bmp	blankscreen.bmp	practice1.jpg	blankscreen.bmp	circle.bmp										
475	practice	practice_topleft_same	9	796	23	mask.bmp	blankscreen.bmp	practice2.jpg	blankscreen.bmp	square.bmp										
475	practice	practice_bottomright_same	10	661	23	mask.bmp	blankscreen.bmp	practice8.jpg	blankscreen.bmp	square.bmp										
475	practice	practice_topleft_diff	11	636	23	mask.bmp	blankscreen.bmp	practice9.jpg	blankscreen.bmp	square.bmp										
475	practice	practice_bottomleft_diff	12	700	18	mask.bmp	blankscreen.bmp	practice11.jpg	blankscreen.bmp	circle.bmp										
475	real_a	real_topleft_diff_a	1	787	23	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	square.bmp										
475	real_a	real_bottomright_diff_a	2	598	23	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	square.bmp										
475	real_a	real_bottomleft_diff_a	3	689	23	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	square.bmp										
475	real_a	real_bottomleft_diff_a	4	719	23	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	square.bmp										
475	real_a	real_bottomright_same_a	5	549	18	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	circle.bmp										
475	real_a	real_bottomleft_same_a	6	785	23	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	square.bmp										
475	real_a	real_bottomleft_same_a	7	523	18	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	circle.bmp										
475	real_a	real_topleft_diff_a	8	449	23	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	square.bmp										
475	real_a	real_bottomleft_diff_a	9	537	23	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	square.bmp										
475	real_a	real_topleft_same_a	10	758	23	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	square.bmp										
475	real_a	real_topright_diff_a	11	546	23	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	square.bmp										
475	real_a	real_bottomright_same_a	12	502	23	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	circle.bmp										
475	real_a	real_topleft_diff_a	13	588	18	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	circle.bmp										
475	real_a	real_bottomright_diff_a	14	591	23	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	square.bmp										
475	real_a	real_topright_diff_a	15	786	18	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	circle.bmp										
475	real_a	real_topright_diff_a	16	541	18	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	circle.bmp										
475	real_a	real_topleft_same_a	17	657	18	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	circle.bmp										
