subject	blockcode	trialcode	trialnum	latency	response	stimulusitem1	stimulusitem2	stimulusitem3	stimulusitem4	stimulusitem5										
444	real_a	real_bottomleft_diff_a	9	699	18	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	circle.bmp										
444	real_a	real_bottomleft_diff_a	10	1153	18	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	circle.bmp										
444	real_a	real_topleft_same_a	11	781	18	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	circle.bmp										
444	real_a	real_topright_same_a	12	639	18	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	circle.bmp										
444	real_a	real_topright_diff_a	13	672	18	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	circle.bmp										
444	real_a	real_topleft_diff_a	14	879	23	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	square.bmp										
444	real_a	real_topright_same_a	15	926	23	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	square.bmp										
444	real_a	real_topleft_same_a	16	563	23	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	square.bmp										
444	real_a	real_bottomleft_diff_a	17	743	23	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	square.bmp										
444	real_a	real_bottomright_diff_a	18	563	23	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	square.bmp										
444	real_a	real_topright_diff_a	19	799	23	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	square.bmp										
444	real_a	real_bottomleft_same_a	20	457	18	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	circle.bmp										
444	real_b	real_topleft_diff_b	1	1408	18	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	circle.bmp										
444	real_b	real_topleft_diff_b	2	610	23	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	square.bmp										
444	real_b	real_topright_diff_b	3	923	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp										
444	real_b	real_topleft_diff_b	4	505	18	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	circle.bmp										
444	real_b	real_bottomright_same_b	5	847	23	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	square.bmp										
444	real_b	real_topright_same_b	6	687	23	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	square.bmp										
444	real_b	real_topleft_same_b	7	614	23	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	square.bmp										
444	real_b	real_topleft_same_b	8	576	23	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	square.bmp										
444	real_b	real_topright_same_b	9	555	23	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	square.bmp										
444	real_b	real_bottomright_diff_b	10	751	18	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	circle.bmp										
444	real_b	real_bottomright_diff_b	11	1067	18	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	circle.bmp										
444	real_b	real_bottomleft_same_b	12	610	18	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	circle.bmp										
444	real_b	real_topright_diff_b	13	612	18	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	circle.bmp										
444	real_b	real_bottomleft_diff_b	14	774	23	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	square.bmp										
444	real_b	real_bottomright_diff_b	15	673	23	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	square.bmp										
444	real_b	real_bottomleft_diff_b	16	488	23	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	square.bmp										
444	real_b	real_bottomright_same_b	17	415	18	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	circle.bmp										
444	real_b	real_topright_diff_b	18	513	23	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	square.bmp										
444	real_b	real_bottomleft_diff_b	19	951	23	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	square.bmp										
444	real_b	real_bottomleft_same_b	20	659	23	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	square.bmp										
444	real_c	real_topleft_diff_c	1	987	18	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	circle.bmp										
444	real_c	real_bottomright_same_c	2	549	18	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	circle.bmp										
444	real_c	real_bottomleft_diff_c	3	673	23	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	square.bmp										
444	real_c	real_bottomright_same_c	4	985	23	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	square.bmp										
444	real_c	real_topright_same_c	5	515	18	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	circle.bmp										
444	real_c	real_topright_diff_c	6	1049	18	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	circle.bmp										
444	real_c	real_bottomleft_diff_c	7	585	18	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	circle.bmp										
444	real_c	real_bottomright_diff_c	8	796	18	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	circle.bmp										
444	real_c	real_bottomleft_same_c	9	542	18	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	circle.bmp										
444	real_c	real_bottomright_diff_c	10	531	18	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	circle.bmp										
444	real_c	real_topright_diff_c	11	536	18	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	circle.bmp										
444	real_c	real_topright_same_c	12	621	23	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	square.bmp										
444	real_c	real_topright_diff_c	13	550	23	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	square.bmp										
444	real_c	real_bottomleft_same_c	14	643	18	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	circle.bmp										
444	real_c	real_topleft_diff_c	15	723	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp										
444	real_c	real_bottomright_diff_c	16	609	23	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	square.bmp										
444	real_c	real_topleft_same_c	17	731	18	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	circle.bmp										
444	real_c	real_topleft_diff_c	18	519	23	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	square.bmp										
444	real_c	real_topleft_same_c	19	629	23	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	square.bmp										
444	real_c	real_bottomleft_diff_c	20	598	23	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	square.bmp										
444	real_d	real_bottomright_same_d	1	538	18	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	circle.bmp										
444	real_d	real_topright_same_d	2	415	23	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	square.bmp										
444	real_d	real_bottomleft_diff_d	3	424	23	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	square.bmp										
444	real_d	real_topright_diff_d	4	562	23	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	square.bmp										
444	real_d	real_bottomright_diff_d	5	502	18	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	circle.bmp										
444	real_d	real_topleft_same_d	6	468	18	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	circle.bmp										
444	real_d	real_topleft_same_d	7	739	23	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	square.bmp										
444	real_d	real_topright_same_d	8	728	18	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	square.bmp										
444	real_d	real_topleft_diff_d	9	556	23	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	square.bmp										
444	real_d	real_topright_diff_d	10	544	18	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	circle.bmp										
444	real_d	real_bottomright_diff_d	11	652	18	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	circle.bmp										
444	real_d	real_bottomleft_diff_d	12	588	23	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	square.bmp										
444	real_d	real_bottomleft_same_d	13	399	18	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	circle.bmp										
444	real_d	real_topright_diff_d	14	529	23	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	square.bmp										
444	real_d	real_bottomleft_diff_d	15	462	18	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	circle.bmp										
444	real_d	real_topleft_diff_d	16	414	23	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	square.bmp										
444	real_d	real_bottomright_same_d	17	424	18	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	circle.bmp										
444	real_d	real_bottomleft_same_d	18	497	23	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	square.bmp										
444	real_d	real_bottomright_diff_d	19	391	18	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	circle.bmp										
444	real_d	real_topleft_diff_d	20	530	23	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	square.bmp										
445	practice	practice_bottomleft_diff	1	1132	18	mask.bmp	blankscreen.bmp	practice11.jpg	blankscreen.bmp	circle.bmp										
445	practice	practice_topleft_same	2	3720	23	mask.bmp	blankscreen.bmp	practice1.jpg	blankscreen.bmp	square.bmp										
445	practice	practice_bottomright_diff	3	740	23	mask.bmp	blankscreen.bmp	practice12.jpg	blankscreen.bmp	square.bmp										
445	practice	practice_bottomleft_same	4	839	23	mask.bmp	blankscreen.bmp	practice5.jpg	blankscreen.bmp	square.bmp										
445	practice	practice_bottomleft_same	5	526	18	mask.bmp	blankscreen.bmp	practice6.jpg	blankscreen.bmp	circle.bmp										
445	practice	practice_topleft_same	6	746	23	mask.bmp	blankscreen.bmp	practice2.jpg	blankscreen.bmp	square.bmp										
445	practice	practice_bottomright_same	7	494	18	mask.bmp	blankscreen.bmp	practice8.jpg	blankscreen.bmp	circle.bmp										
445	practice	practice_topright_same	8	747	18	mask.bmp	blankscreen.bmp	practice4.jpg	blankscreen.bmp	circle.bmp										
445	practice	practice_topright_diff	9	662	18	mask.bmp	blankscreen.bmp	practice10.jpg	blankscreen.bmp	circle.bmp										
445	practice	practice_topleft_diff	10	653	23	mask.bmp	blankscreen.bmp	practice9.jpg	blankscreen.bmp	square.bmp										
445	practice	practice_topright_same	11	604	23	mask.bmp	blankscreen.bmp	practice3.jpg	blankscreen.bmp	square.bmp										
445	practice	practice_bottomright_same	12	676	23	mask.bmp	blankscreen.bmp	practice7.jpg	blankscreen.bmp	square.bmp										
445	real_a	real_topright_diff_a	1	836	18	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	circle.bmp										
445	real_a	real_topright_same_a	2	797	23	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	square.bmp										
445	real_a	real_bottomright_diff_a	3	655	23	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	square.bmp										
445	real_a	real_topleft_diff_a	4	639	18	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	circle.bmp										
445	real_a	real_topright_diff_a	5	695	18	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	circle.bmp										
445	real_a	real_topleft_same_a	6	461	23	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	square.bmp										
445	real_a	real_bottomleft_same_a	7	613	23	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	square.bmp										
445	real_a	real_topleft_diff_a	8	599	18	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	circle.bmp										
445	real_a	real_bottomleft_diff_a	9	418	23	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	square.bmp										
445	real_a	real_bottomleft_diff_a	10	611	18	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	circle.bmp										
445	real_a	real_topleft_diff_a	11	637	23	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	square.bmp										
445	real_a	real_bottomleft_same_a	12	814	23	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	square.bmp										
445	real_a	real_bottomright_diff_a	13	784	18	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	circle.bmp										
445	real_a	real_bottomleft_diff_a	14	548	18	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	circle.bmp										
445	real_a	real_bottomright_same_a	15	480	23	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	square.bmp										
445	real_a	real_topright_diff_a	16	559	23	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	square.bmp										
445	real_a	real_bottomright_same_a	17	523	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp										
445	real_a	real_bottomright_diff_a	18	552	23	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	square.bmp										
445	real_a	real_topleft_same_a	19	444	18	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	circle.bmp										
445	real_a	real_topright_same_a	20	629	18	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	circle.bmp										
445	real_b	real_bottomleft_diff_b	1	1058	23	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	square.bmp										
445	real_b	real_topleft_diff_b	2	626	18	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	circle.bmp										
445	real_b	real_bottomright_diff_b	3	652	23	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	square.bmp										
445	real_b	real_bottomright_diff_b	4	932	23	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	square.bmp										
445	real_b	real_bottomleft_diff_b	5	528	18	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	circle.bmp										
445	real_b	real_bottomleft_diff_b	6	742	18	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	circle.bmp										
445	real_b	real_topleft_diff_b	7	682	18	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	circle.bmp										
445	real_b	real_bottomleft_same_b	8	641	18	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	circle.bmp										
445	real_b	real_topright_diff_b	9	546	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp										
445	real_b	real_topleft_same_b	10	630	23	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	square.bmp										
445	real_b	real_topleft_diff_b	11	463	18	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	circle.bmp										
445	real_b	real_topright_diff_b	12	543	23	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	square.bmp										
445	real_b	real_topright_same_b	13	1083	23	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	square.bmp										
445	real_b	real_topleft_same_b	14	554	23	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	square.bmp										
445	real_b	real_bottomright_same_b	15	486	23	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	square.bmp										
445	real_b	real_bottomleft_same_b	16	509	23	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	square.bmp										
445	real_b	real_bottomright_diff_b	17	507	23	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	square.bmp										
445	real_b	real_topright_diff_b	18	657	23	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	square.bmp										
445	real_b	real_bottomright_same_b	19	473	23	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	square.bmp										
445	real_b	real_topright_same_b	20	504	18	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	circle.bmp										
445	real_c	real_topright_same_c	1	763	23	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	square.bmp										
445	real_c	real_topright_diff_c	2	710	18	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	circle.bmp										
445	real_c	real_bottomleft_diff_c	3	475	23	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	square.bmp										
445	real_c	real_topright_diff_c	4	731	18	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	circle.bmp										
445	real_c	real_bottomright_same_c	5	544	23	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	square.bmp										
445	real_c	real_topleft_diff_c	6	844	18	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	circle.bmp										
445	real_c	real_topleft_same_c	7	485	18	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	circle.bmp										
445	real_c	real_bottomleft_same_c	8	547	23	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	square.bmp										
445	real_c	real_bottomleft_same_c	9	583	23	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	square.bmp										
445	real_c	real_bottomright_diff_c	10	562	23	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	square.bmp										
445	real_c	real_topleft_diff_c	11	486	23	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	square.bmp										
445	real_c	real_topright_same_c	12	477	23	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	square.bmp										
445	real_c	real_topleft_same_c	13	708	18	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	circle.bmp										
445	real_c	real_bottomright_diff_c	14	530	23	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	square.bmp										
445	real_c	real_bottomright_same_c	15	496	23	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	square.bmp										
445	real_c	real_bottomleft_diff_c	16	422	23	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	square.bmp										
445	real_c	real_bottomright_diff_c	17	527	18	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	circle.bmp										
445	real_c	real_topright_diff_c	18	500	23	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	square.bmp										
445	real_c	real_bottomleft_diff_c	19	435	23	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	square.bmp										
445	real_c	real_topleft_diff_c	20	484	18	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	circle.bmp										
445	real_d	real_topright_same_d	1	531	23	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	square.bmp										
445	real_d	real_bottomleft_diff_d	2	448	23	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	square.bmp										
445	real_d	real_topleft_diff_d	3	464	23	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	square.bmp										
445	real_d	real_bottomleft_same_d	4	463	18	mask.bmp	blankscreen.bmp	wmn7.bmp	blankscreen.bmp	circle.bmp										
445	real_d	real_bottomright_same_d	5	342	23	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	square.bmp										
445	real_d	real_topright_diff_d	6	443	23	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	square.bmp										
445	real_d	real_bottomleft_diff_d	7	364	23	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	square.bmp										
445	real_d	real_bottomright_same_d	8	463	18	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	circle.bmp										
445	real_d	real_topright_diff_d	9	631	18	mask.bmp	blankscreen.bmp	wfn8.bmp	blankscreen.bmp	circle.bmp										
445	real_d	real_topright_diff_d	10	400	23	mask.bmp	blankscreen.bmp	wfd9.bmp	blankscreen.bmp	square.bmp										
445	real_d	real_topleft_diff_d	11	546	18	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	circle.bmp										
445	real_d	real_bottomright_diff_d	12	638	23	mask.bmp	blankscreen.bmp	wfn9.bmp	blankscreen.bmp	square.bmp										
445	real_d	real_bottomleft_diff_d	13	447	23	mask.bmp	blankscreen.bmp	wfd10.bmp	blankscreen.bmp	square.bmp										
445	real_d	real_bottomright_diff_d	14	583	23	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	square.bmp										
445	real_d	real_topleft_same_d	15	410	23	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	square.bmp										
445	real_d	real_bottomleft_same_d	16	420	23	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	square.bmp										
445	real_d	real_topright_same_d	17	541	18	mask.bmp	blankscreen.bmp	wmd7.bmp	blankscreen.bmp	circle.bmp										
445	real_d	real_topleft_diff_d	18	410	23	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	circle.bmp										
445	real_d	real_bottomright_diff_d	19	796	18	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	circle.bmp										
445	real_d	real_topleft_same_d	20	575	23	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	square.bmp										
446	practice	practice_topright_diff	1	972	18	mask.bmp	blankscreen.bmp	practice10.jpg	blankscreen.bmp	circle.bmp										
446	practice	practice_topleft_same	2	2198	23	mask.bmp	blankscreen.bmp	practice2.jpg	blankscreen.bmp	square.bmp										
446	practice	practice_bottomleft_diff	3	447	18	mask.bmp	blankscreen.bmp	practice11.jpg	blankscreen.bmp	circle.bmp										
446	practice	practice_topleft_same	4	471	18	mask.bmp	blankscreen.bmp	practice1.jpg	blankscreen.bmp	circle.bmp										
446	practice	practice_bottomright_same	5	517	23	mask.bmp	blankscreen.bmp	practice7.jpg	blankscreen.bmp	square.bmp										
446	practice	practice_bottomright_diff	6	457	23	mask.bmp	blankscreen.bmp	practice12.jpg	blankscreen.bmp	square.bmp										
446	practice	practice_bottomleft_same	7	512	23	mask.bmp	blankscreen.bmp	practice5.jpg	blankscreen.bmp	square.bmp										
446	practice	practice_bottomleft_same	8	581	23	mask.bmp	blankscreen.bmp	practice6.jpg	blankscreen.bmp	square.bmp										
446	practice	practice_topleft_diff	9	815	18	mask.bmp	blankscreen.bmp	practice9.jpg	blankscreen.bmp	circle.bmp										
446	practice	practice_topright_same	10	567	23	mask.bmp	blankscreen.bmp	practice4.jpg	blankscreen.bmp	square.bmp										
446	practice	practice_bottomright_same	11	666	23	mask.bmp	blankscreen.bmp	practice8.jpg	blankscreen.bmp	square.bmp										
446	practice	practice_topright_same	12	505	23	mask.bmp	blankscreen.bmp	practice3.jpg	blankscreen.bmp	square.bmp										
446	real_a	real_bottomleft_diff_a	1	705	18	mask.bmp	blankscreen.bmp	wfd3.bmp	blankscreen.bmp	circle.bmp										
446	real_a	real_bottomright_diff_a	2	495	23	mask.bmp	blankscreen.bmp	wfn2.bmp	blankscreen.bmp	square.bmp										
446	real_a	real_topleft_same_a	3	389	23	mask.bmp	blankscreen.bmp	wfd4.bmp	blankscreen.bmp	square.bmp										
446	real_a	real_bottomleft_diff_a	4	608	23	mask.bmp	blankscreen.bmp	wfn1.bmp	blankscreen.bmp	square.bmp										
446	real_a	real_bottomleft_diff_a	5	610	18	mask.bmp	blankscreen.bmp	wmn2.bmp	blankscreen.bmp	circle.bmp										
446	real_a	real_topleft_diff_a	6	644	18	mask.bmp	blankscreen.bmp	wfd1.bmp	blankscreen.bmp	circle.bmp										
446	real_a	real_bottomright_diff_a	7	701	23	mask.bmp	blankscreen.bmp	wmd1.bmp	blankscreen.bmp	square.bmp										
446	real_a	real_topright_same_a	8	875	18	mask.bmp	blankscreen.bmp	wfd5.bmp	blankscreen.bmp	circle.bmp										
446	real_a	real_topright_diff_a	9	866	18	mask.bmp	blankscreen.bmp	wmn1.bmp	blankscreen.bmp	circle.bmp										
446	real_a	real_topleft_diff_a	10	722	18	mask.bmp	blankscreen.bmp	wmd2.bmp	blankscreen.bmp	circle.bmp										
446	real_a	real_bottomleft_same_a	11	728	23	mask.bmp	blankscreen.bmp	wmd4.bmp	blankscreen.bmp	square.bmp										
446	real_a	real_topright_diff_a	12	749	18	mask.bmp	blankscreen.bmp	wmd3.bmp	blankscreen.bmp	circle.bmp										
446	real_a	real_topright_diff_a	13	394	23	mask.bmp	blankscreen.bmp	wfd2.bmp	blankscreen.bmp	square.bmp										
446	real_a	real_bottomleft_same_a	14	588	18	mask.bmp	blankscreen.bmp	wfn5.bmp	blankscreen.bmp	circle.bmp										
446	real_a	real_bottomright_same_a	15	495	23	mask.bmp	blankscreen.bmp	wmd5.bmp	blankscreen.bmp	square.bmp										
446	real_a	real_bottomright_same_a	16	606	23	mask.bmp	blankscreen.bmp	wmn5.bmp	blankscreen.bmp	square.bmp										
446	real_a	real_topright_same_a	17	600	23	mask.bmp	blankscreen.bmp	wmn4.bmp	blankscreen.bmp	square.bmp										
446	real_a	real_topleft_same_a	18	618	23	mask.bmp	blankscreen.bmp	wfn4.bmp	blankscreen.bmp	square.bmp										
446	real_a	real_topleft_diff_a	19	508	18	mask.bmp	blankscreen.bmp	wfn3.bmp	blankscreen.bmp	circle.bmp										
446	real_a	real_bottomright_diff_a	20	594	23	mask.bmp	blankscreen.bmp	wmn3.bmp	blankscreen.bmp	square.bmp										
446	real_b	real_topleft_same_b	1	488	23	mask.bmp	blankscreen.bmp	wmn9.bmp	blankscreen.bmp	square.bmp										
446	real_b	real_topleft_diff_b	2	438	23	mask.bmp	blankscreen.bmp	wfd7.bmp	blankscreen.bmp	square.bmp										
446	real_b	real_topright_diff_b	3	455	23	mask.bmp	blankscreen.bmp	wfd8.bmp	blankscreen.bmp	square.bmp										
446	real_b	real_bottomleft_same_b	4	495	23	mask.bmp	blankscreen.bmp	wmd10.bmp	blankscreen.bmp	square.bmp										
446	real_b	real_topleft_same_b	5	566	23	mask.bmp	blankscreen.bmp	wmd9.bmp	blankscreen.bmp	square.bmp										
446	real_b	real_bottomright_same_b	6	601	18	mask.bmp	blankscreen.bmp	wfn10.bmp	blankscreen.bmp	circle.bmp										
446	real_b	real_topleft_diff_b	7	475	23	mask.bmp	blankscreen.bmp	wmd8.bmp	blankscreen.bmp	square.bmp										
446	real_b	real_topright_same_b	8	506	23	mask.bmp	blankscreen.bmp	wmn10.bmp	blankscreen.bmp	square.bmp										
446	real_b	real_bottomleft_diff_b	9	560	18	mask.bmp	blankscreen.bmp	wmn8.bmp	blankscreen.bmp	circle.bmp										
446	real_b	real_bottomright_diff_b	10	500	23	mask.bmp	blankscreen.bmp	wfd6.bmp	blankscreen.bmp	square.bmp										
446	real_b	real_bottomleft_diff_b	11	483	18	mask.bmp	blankscreen.bmp	wmd6.bmp	blankscreen.bmp	circle.bmp										
446	real_b	real_bottomleft_diff_b	12	473	18	mask.bmp	blankscreen.bmp	wfn7.bmp	blankscreen.bmp	circle.bmp										
446	real_b	real_topright_diff_b	13	505	18	mask.bmp	blankscreen.bmp	wfn6.bmp	blankscreen.bmp	circle.bmp										
446	real_b	real_topleft_diff_b	14	551	23	mask.bmp	blankscreen.bmp	wmn6.bmp	blankscreen.bmp	square.bmp										
