term,num.Df,den.Df,statistic,pes,p.value
recency.z,1,400,1.0636418264813192,0.0026520524813403554,0.30300920844976825
face_type,1,400,13.214750472253282,0.03198034546721882,3.140034165106996e-4
recency.z:face_type,1,400,0.15787598198950883,3.9453423627382157e-4,0.6913315597735592
