user_id,face_type,site,rt,sex,age,recent_cold,hexaco.A,hexaco.C,hexaco.E,hexaco.H,hexaco.O,hexaco.X,img,pd,PVDga,PVDpi,recency,WFD,WFN,WMD,WMN,recency.z,PVDga.z,PVDpi.z,img.z,pd.z
105,disfigured,MI,745.4308908856052,NA,NA,not recent,4.1,4.5,3.1,3.9,3.1,3.1,1.8571428571428572,3.4285714285714284,2.25,2.857142857142857,1,1.5,1,1.7,1,-1.4669114746506233,-1.4487548926327727,-0.6193119878427958,-2.1316712292126927,-1.647605610119982
105,typical,MI,725.3478260869565,NA,NA,not recent,4.1,4.5,3.1,3.9,3.1,3.1,1.8571428571428572,3.4285714285714284,2.25,2.857142857142857,1,1.5,1,1.7,1,-1.4669114746506233,-1.4487548926327727,-0.6193119878427958,-2.1316712292126927,-1.647605610119982
106,disfigured,MI,749.4545454545455,NA,NA,recent,2.5,3.9,3.6,3.1,3.3,3,4,6.142857142857143,5.375,4.857142857142857,7,3.3,1,2.8,1,2.133384100884664,1.3707622783508377,0.9457925777518398,-0.28854282196397785,1.2137885804430972
106,typical,MI,700.625,NA,NA,recent,2.5,3.9,3.6,3.1,3.3,3,4,6.142857142857143,5.375,4.857142857142857,7,3.3,1,2.8,1,2.133384100884664,1.3707622783508377,0.9457925777518398,-0.28854282196397785,1.2137885804430972
107,disfigured,MI,1321.6947069716027,NA,NA,recent,2.6,4.3,3.6,3.3,2.5,3.6,5.714285714285714,4.857142857142857,4.625,4.714285714285714,5.25,2.3,1,2.3,1,1.0832978913535385,0.6940781573147713,0.8339993944950804,1.1859599038349944,-0.14160866771836197
107,typical,MI,1440.086011319429,NA,NA,recent,2.6,4.3,3.6,3.3,2.5,3.6,5.714285714285714,4.857142857142857,4.625,4.714285714285714,5.25,2.3,1,2.3,1,1.0832978913535385,0.6940781573147713,0.8339993944950804,1.1859599038349944,-0.14160866771836197
108,disfigured,MI,438.8607264669842,NA,NA,not recent,2.4,4.7,3.9,3.3,3.3,3.7,5.857142857142857,5.714285714285714,7,1.2857142857142858,3.75,1,1,1.1,1,0.1832239974697167,2.8369112072623155,-1.8490370036671528,1.3088351309849082,0.7619894977226108
108,typical,MI,406.125,NA,NA,not recent,2.4,4.7,3.9,3.3,3.3,3.7,5.857142857142857,5.714285714285714,7,1.2857142857142858,3.75,1,1,1.1,1,0.1832239974697167,2.8369112072623155,-1.8490370036671528,1.3088351309849082,0.7619894977226108
109,disfigured,MI,549.2050947590835,NA,NA,not recent,3.8,3.3,2.9,3.4,4.3,2.8,3.4285714285714284,3.857142857142857,3,3.857142857142857,1.5,2.1,1.6,2.2,1.5,-1.1668868433560162,-0.7720707715967062,0.16324029495452214,-0.7800437305636353,-1.1958065273994958
109,typical,MI,551.7391304347826,NA,NA,not recent,3.8,3.3,2.9,3.4,4.3,2.8,3.4285714285714284,3.857142857142857,3,3.857142857142857,1.5,2.1,1.6,2.2,1.5,-1.1668868433560162,-0.7720707715967062,0.16324029495452214,-0.7800437305636353,-1.1958065273994958
110,disfigured,MI,660.2958986403479,NA,NA,not recent,3.5,4.5,3.1,3.3,4.3,4.9,4.142857142857143,5.714285714285714,3.5,1,1,1.6,1,1.6,1,-1.4669114746506233,-0.3209480242393285,-2.072623370180672,-0.16566759481406318,0.7619894977226108
110,typical,MI,554.625,NA,NA,not recent,3.5,4.5,3.1,3.3,4.3,4.9,4.142857142857143,5.714285714285714,3.5,1,1,1.6,1,1.6,1,-1.4669114746506233,-0.3209480242393285,-2.072623370180672,-0.16566759481406318,0.7619894977226108
111,disfigured,MI,742.8636363636364,NA,NA,recent,3.5,4,4,2.1,3.1,4.1,3.7142857142857144,5.571428571428571,3.25,3.2857142857142856,3.75,4.5,1,4.4,1.3,0.1832239974697167,-0.5465093979180173,-0.28393243807251684,-0.5342932762638064,0.6113898034824484
111,typical,MI,783.1323585177903,NA,NA,recent,3.5,4,4,2.1,3.1,4.1,3.7142857142857144,5.571428571428571,3.25,3.2857142857142856,3.75,4.5,1,4.4,1.3,0.1832239974697167,-0.5465093979180173,-0.28393243807251684,-0.5342932762638064,0.6113898034824484
112,disfigured,MI,509.5680993143556,NA,NA,recent,2.8,4.4,5,3.2,3.9,3.2,4.428571428571429,5.714285714285714,5,2.857142857142857,4,1.9,1.2,1.9,1,0.33323631311702034,1.0324202178328046,-0.6193119878427958,0.08008285948576539,0.7619894977226108
112,typical,MI,472.25,NA,NA,recent,2.8,4.4,5,3.2,3.9,3.2,4.428571428571429,5.714285714285714,5,2.857142857142857,4,1.9,1.2,1.9,1,0.33323631311702034,1.0324202178328046,-0.6193119878427958,0.08008285948576539,0.7619894977226108
113,disfigured,MI,553.7826086956521,NA,NA,not recent,3.1,3.5,3.3,3.4,3.6,2.4,5.428571428571429,4.714285714285714,3.375,4.714285714285714,3.5,1,1,1,1,0.033211681822413054,-0.4337287110786729,0.8339993944950804,0.9402094495351657,-0.29220836195852345
113,typical,MI,514.9047619047619,NA,NA,not recent,3.1,3.5,3.3,3.4,3.6,2.4,5.428571428571429,4.714285714285714,3.375,4.714285714285714,3.5,1,1,1,1,0.033211681822413054,-0.4337287110786729,0.8339993944950804,0.9402094495351657,-0.29220836195852345
114,disfigured,MI,1235.1466554282376,NA,NA,recent,3.6,2.6,3.1,3.8,4.3,3,3,4.285714285714286,3.625,3.2857142857142856,6,3.2,1,2.6,1,1.5333348382954495,-0.20816733739998408,-0.28393243807251684,-1.1486694120133782,-0.7440074446790098
114,typical,MI,1091.2857142857142,NA,NA,recent,3.6,2.6,3.1,3.8,4.3,3,3,4.285714285714286,3.625,3.2857142857142856,6,3.2,1,2.6,1,1.5333348382954495,-0.20816733739998408,-0.28393243807251684,-1.1486694120133782,-0.7440074446790098
115,disfigured,MI,608.0909090909091,NA,NA,recent,2.6,3.7,3.7,3.2,4.2,3.5,3.2857142857142856,3.857142857142857,2.625,3.857142857142857,6.25,1.9,1.2,1.9,1.5,1.6833471539427531,-1.1104128321147395,0.16324029495452214,-0.9029189577135496,-1.1958065273994958
115,typical,MI,642.5,NA,NA,recent,2.6,3.7,3.7,3.2,4.2,3.5,3.2857142857142856,3.857142857142857,2.625,3.857142857142857,6.25,1.9,1.2,1.9,1.5,1.6833471539427531,-1.1104128321147395,0.16324029495452214,-0.9029189577135496,-1.1958065273994958
116,disfigured,MI,784.7552266276384,NA,NA,recent,3.7,4.5,4.1,4.1,3.4,3.9,4.714285714285714,4.714285714285714,4.25,5,4.5,2.8,1,3,1,0.6332609444116276,0.355736096796738,1.0575857610085997,0.32583331378559394,-0.29220836195852345
116,typical,MI,586.5416666666666,NA,NA,recent,3.7,4.5,4.1,4.1,3.4,3.9,4.714285714285714,4.714285714285714,4.25,5,4.5,2.8,1,3,1,0.6332609444116276,0.355736096796738,1.0575857610085997,0.32583331378559394,-0.29220836195852345
117,disfigured,MI,793.7619047619048,NA,NA,not recent,4,3.6,2.7,3.7,2.9,2.9,2.5714285714285716,4.714285714285714,3.5,3.2857142857142856,1.75,1.6,1,1.6,1.1,-1.0168745277087126,-0.3209480242393285,-0.28393243807251684,-1.517295093463121,-0.29220836195852345
117,typical,MI,856.2096178901791,NA,NA,not recent,4,3.6,2.7,3.7,2.9,2.9,2.5714285714285716,4.714285714285714,3.5,3.2857142857142856,1.75,1.6,1,1.6,1.1,-1.0168745277087126,-0.3209480242393285,-0.28393243807251684,-1.517295093463121,-0.29220836195852345
118,disfigured,MI,707.5652173913044,NA,NA,recent,3,4.4,3.4,3.7,4.2,3.7,3,4.142857142857143,4.75,4.428571428571429,5.25,1.7,1,1.3,1,1.0832978913535385,0.8068588441541157,0.610413027981561,-1.1486694120133782,-0.8946071389191713
118,typical,MI,694.3478260869565,NA,NA,recent,3,4.4,3.4,3.7,4.2,3.7,3,4.142857142857143,4.75,4.428571428571429,5.25,1.7,1,1.3,1,1.0832978913535385,0.8068588441541157,0.610413027981561,-1.1486694120133782,-0.8946071389191713
119,disfigured,MI,593.5833333333334,NA,NA,recent,3,4.7,3.2,3.7,3.6,4.2,3.7142857142857144,6,4.25,3.5714285714285716,5.5,1.1,1,1.2,1,1.2333102070008422,0.355736096796738,-0.06034607155899718,-0.5342932762638064,1.0631888862029348
119,typical,MI,599.7895153165873,NA,NA,recent,3,4.7,3.2,3.7,3.6,4.2,3.7142857142857144,6,4.25,3.5714285714285716,5.5,1.1,1,1.2,1,1.2333102070008422,0.355736096796738,-0.06034607155899718,-0.5342932762638064,1.0631888862029348
120,disfigured,MI,472.5,NA,NA,not recent,3.8,3.3,3.6,3.6,3.6,3.3,2.4285714285714284,4.714285714285714,2.25,2.5714285714285716,1.75,1.6,1,1.7,1,-1.0168745277087126,-1.4487548926327727,-0.8428983543563151,-1.6401703206130356,-0.29220836195852345
120,typical,MI,450.2173913043478,NA,NA,not recent,3.8,3.3,3.6,3.6,3.6,3.3,2.4285714285714284,4.714285714285714,2.25,2.5714285714285716,1.75,1.6,1,1.7,1,-1.0168745277087126,-1.4487548926327727,-0.8428983543563151,-1.6401703206130356,-0.29220836195852345
121,disfigured,MI,515.9583333333334,NA,NA,recent,3.9,3.5,2.5,3.1,3.5,3.8,2.142857142857143,5.571428571428571,4.375,4,3.75,1.4,1,1.3,1,0.1832239974697167,0.46851678363608246,0.27503347821128177,-1.8859207749128641,0.6113898034824484
121,typical,MI,531.0120401822443,NA,NA,recent,3.9,3.5,2.5,3.1,3.5,3.8,2.142857142857143,5.571428571428571,4.375,4,3.75,1.4,1,1.3,1,0.1832239974697167,0.46851678363608246,0.27503347821128177,-1.8859207749128641,0.6113898034824484
122,disfigured,MI,607.3730573569111,NA,NA,not recent,2.2,4.6,3.3,3.5,2.6,4.1,2.7142857142857144,4,3,5.857142857142857,4.5,1,1,1,1,0.6332609444116276,-0.7720707715967062,1.7283448605491576,-1.3944198663132068,-1.0452068331593338
122,typical,MI,571.5416666666666,NA,NA,not recent,2.2,4.6,3.3,3.5,2.6,4.1,2.7142857142857144,4,3,5.857142857142857,4.5,1,1,1,1,0.6332609444116276,-0.7720707715967062,1.7283448605491576,-1.3944198663132068,-1.0452068331593338
123,disfigured,MI,741.6521739130435,NA,NA,recent,2.3,3.8,3.6,2.9,2.4,3.8,4.857142857142857,6,5.125,4.714285714285714,4.5,2.2,1,2.3,1.2,0.6332609444116276,1.145200904672149,0.8339993944950804,0.4487085409355078,1.0631888862029348
123,typical,MI,698.5,NA,NA,recent,2.3,3.8,3.6,2.9,2.4,3.8,4.857142857142857,6,5.125,4.714285714285714,4.5,2.2,1,2.3,1.2,0.6332609444116276,1.145200904672149,0.8339993944950804,0.4487085409355078,1.0631888862029348
124,disfigured,MI,745.5833333333334,NA,NA,not recent,3,3.2,3.6,2.3,4.5,3.9,4.714285714285714,5.571428571428571,3.625,4.142857142857143,2,1.1,1,1.3,1,-0.8668622120614088,-0.20816733739998408,0.3868266614680418,0.32583331378559394,0.6113898034824484
124,typical,MI,781.6662693700735,NA,NA,not recent,3,3.2,3.6,2.3,4.5,3.9,4.714285714285714,5.571428571428571,3.625,4.142857142857143,2,1.1,1,1.3,1,-0.8668622120614088,-0.20816733739998408,0.3868266614680418,0.32583331378559394,0.6113898034824484
125,disfigured,MI,573.6666666666666,NA,NA,recent,3.4,3.9,3,3,2.6,3.4,3.7142857142857144,4.428571428571429,3.25,2.2857142857142856,5,2.8,1.6,2.8,2.1,0.9332855757062349,-0.5465093979180173,-1.0664847208698347,-0.5342932762638064,-0.5934077504388474
125,typical,MI,571.0833333333334,NA,NA,recent,3.4,3.9,3,3,2.6,3.4,3.7142857142857144,4.428571428571429,3.25,2.2857142857142856,5,2.8,1.6,2.8,2.1,0.9332855757062349,-0.5465093979180173,-1.0664847208698347,-0.5342932762638064,-0.5934077504388474
126,disfigured,MI,659.3826641278571,NA,NA,recent,2.5,3.2,3,2.2,2.8,2.6,3.2857142857142856,4.857142857142857,4.75,5.142857142857143,5.75,2.3,2,2.5,2,1.3833225226481458,0.8068588441541157,1.1693789442653597,-0.9029189577135496,-0.14160866771836197
126,typical,MI,731.3333333333334,NA,NA,recent,2.5,3.2,3,2.2,2.8,2.6,3.2857142857142856,4.857142857142857,4.75,5.142857142857143,5.75,2.3,2,2.5,2,1.3833225226481458,0.8068588441541157,1.1693789442653597,-0.9029189577135496,-0.14160866771836197
127,disfigured,MI,1246.404717397699,NA,NA,recent,2.6,3.5,2.8,3.3,2.9,2.7,5.714285714285714,5.571428571428571,4.75,4.571428571428571,4.5,2,1,2,1.4,0.6332609444116276,0.8068588441541157,0.7222062112383204,1.1859599038349944,0.6113898034824484
127,typical,MI,1100.7391304347825,NA,NA,recent,2.6,3.5,2.8,3.3,2.9,2.7,5.714285714285714,5.571428571428571,4.75,4.571428571428571,4.5,2,1,2,1.4,0.6332609444116276,0.8068588441541157,0.7222062112383204,1.1859599038349944,0.6113898034824484
129,disfigured,MI,557.9662500547586,NA,NA,recent,2.6,3.2,3.2,3.5,2.9,2.1,4.285714285714286,4.857142857142857,4.5,4,5,1.2,1,1.4,1.1,0.9332855757062349,0.5812974704754269,0.27503347821128177,-0.04279236766414927,-0.14160866771836197
129,typical,MI,511.69565217391306,NA,NA,recent,2.6,3.2,3.2,3.5,2.9,2.1,4.285714285714286,4.857142857142857,4.5,4,5,1.2,1,1.4,1.1,0.9332855757062349,0.5812974704754269,0.27503347821128177,-0.04279236766414927,-0.14160866771836197
130,disfigured,MI,666.695652173913,NA,NA,recent,3.1,3.8,4.4,3.2,2,3.6,5.571428571428571,5.857142857142857,4.375,4.857142857142857,5.25,4,1,4.2,1.6,1.0832978913535385,0.46851678363608246,0.9457925777518398,1.0630846766850797,0.9125891919627723
130,typical,MI,711.0927721130959,NA,NA,recent,3.1,3.8,4.4,3.2,2,3.6,5.571428571428571,5.857142857142857,4.375,4.857142857142857,5.25,4,1,4.2,1.6,1.0832978913535385,0.46851678363608246,0.9457925777518398,1.0630846766850797,0.9125891919627723
131,disfigured,MI,454.64624875047184,NA,NA,not recent,2.9,4,4.1,3.9,2.7,3,4.571428571428571,5.857142857142857,5.125,1.8571428571428572,2.25,1.7,1,1.6,1.4,-0.7168498964141051,1.145200904672149,-1.4018642706401139,0.2029580866356793,0.9125891919627723
131,typical,MI,409.8695652173913,NA,NA,not recent,2.9,4,4.1,3.9,2.7,3,4.571428571428571,5.857142857142857,5.125,1.8571428571428572,2.25,1.7,1,1.6,1.4,-0.7168498964141051,1.145200904672149,-1.4018642706401139,0.2029580866356793,0.9125891919627723
132,disfigured,MI,418.2083333333333,NA,NA,not recent,3.5,3.9,3.3,3.5,2.2,3.2,4.285714285714286,4.571428571428571,2.125,3.4285714285714284,1,1,1,1,1,-1.4669114746506233,-1.561535579472117,-0.17213925481575718,-0.04279236766414927,-0.4428080561986859
132,typical,MI,400.34964354096536,NA,NA,not recent,3.5,3.9,3.3,3.5,2.2,3.2,4.285714285714286,4.571428571428571,2.125,3.4285714285714284,1,1,1,1,1,-1.4669114746506233,-1.561535579472117,-0.17213925481575718,-0.04279236766414927,-0.4428080561986859
133,disfigured,MI,496.5,NA,NA,recent,3.3,4.1,4,3.2,2.6,3.4,3.7142857142857144,4.857142857142857,4.5,2.2857142857142856,6.5,1,1,1,1,1.8333594695900568,0.5812974704754269,-1.0664847208698347,-0.5342932762638064,-0.14160866771836197
133,typical,MI,493.375,NA,NA,recent,3.3,4.1,4,3.2,2.6,3.4,3.7142857142857144,4.857142857142857,4.5,2.2857142857142856,6.5,1,1,1,1,1.8333594695900568,0.5812974704754269,-1.0664847208698347,-0.5342932762638064,-0.14160866771836197
134,disfigured,MI,644,NA,NA,not recent,2,4.1,3.9,3.6,3.9,2.3,5,5.714285714285714,5.625,3.4285714285714284,2.5,3.9,1.7,3.4,1.7,-0.5668375807668016,1.5963236520295268,-0.17213925481575718,0.57158376808542255,0.7619894977226108
134,typical,MI,620.2083333333334,NA,NA,not recent,2,4.1,3.9,3.6,3.9,2.3,5,5.714285714285714,5.625,3.4285714285714284,2.5,3.9,1.7,3.4,1.7,-0.5668375807668016,1.5963236520295268,-0.17213925481575718,0.57158376808542255,0.7619894977226108
135,disfigured,MI,531.4545454545455,NA,NA,recent,3.2,3.2,3.2,3.2,2,2.8,5,5,4.125,2.5714285714285716,3.25,4.2,1.7,4.1,2.6,-0.11680063382489059,0.24295540995739362,-0.8428983543563151,0.57158376808542255,0.008991026521800477
135,typical,MI,537.4362314059573,NA,NA,recent,3.2,3.2,3.2,3.2,2,2.8,5,5,4.125,2.5714285714285716,3.25,4.2,1.7,4.1,2.6,-0.11680063382489059,0.24295540995739362,-0.8428983543563151,0.57158376808542255,0.008991026521800477
136,disfigured,MI,672.2916666666666,NA,NA,recent,2.8,2.2,2.9,2.8,3.8,3.2,5.571428571428571,5.857142857142857,4.5,3.2857142857142856,6.5,1.3,1,1.3,1,1.8333594695900568,0.5812974704754269,-0.28393243807251684,1.0630846766850797,0.9125891919627723
136,typical,MI,674.5416666666666,NA,NA,recent,2.8,2.2,2.9,2.8,3.8,3.2,5.571428571428571,5.857142857142857,4.5,3.2857142857142856,6.5,1.3,1,1.3,1,1.8333594695900568,0.5812974704754269,-0.28393243807251684,1.0630846766850797,0.9125891919627723
137,disfigured,MI,593.875,NA,NA,recent,2.7,3.3,4.1,2.5,2.5,3.2,5.428571428571429,5.285714285714286,5,3.5714285714285716,5.25,2.5,1.3,2.3,1.4,1.0832978913535385,1.0324202178328046,-0.06034607155899718,0.9402094495351657,0.3101904150021244
137,typical,MI,610.875,NA,NA,recent,2.7,3.3,4.1,2.5,2.5,3.2,5.428571428571429,5.285714285714286,5,3.5714285714285716,5.25,2.5,1.3,2.3,1.4,1.0832978913535385,1.0324202178328046,-0.06034607155899718,0.9402094495351657,0.3101904150021244
138,disfigured,MI,675.695652173913,NA,NA,not recent,2.7,3.5,3.2,3.5,2.6,3.4,5.428571428571429,5.857142857142857,5.5,5.857142857142857,1.75,3.2,1,3,1.4,-1.0168745277087126,1.4835429651901821,1.7283448605491576,0.9402094495351657,0.9125891919627723
138,typical,MI,763.1761919132493,NA,NA,not recent,2.7,3.5,3.2,3.5,2.6,3.4,5.428571428571429,5.857142857142857,5.5,5.857142857142857,1.75,3.2,1,3,1.4,-1.0168745277087126,1.4835429651901821,1.7283448605491576,0.9402094495351657,0.9125891919627723
139,disfigured,MI,516.3478260869565,NA,NA,recent,3.8,4.8,4.3,3.6,2.2,3.2,4.142857142857143,5.571428571428571,4.75,5.142857142857143,5.25,2.4,1,2.6,1,1.0832978913535385,0.8068588441541157,1.1693789442653597,-0.16566759481406318,0.6113898034824484
139,typical,MI,538.6864995631687,NA,NA,recent,3.8,4.8,4.3,3.6,2.2,3.2,4.142857142857143,5.571428571428571,4.75,5.142857142857143,5.25,2.4,1,2.6,1,1.0832978913535385,0.8068588441541157,1.1693789442653597,-0.16566759481406318,0.6113898034824484
140,disfigured,MI,876.1478613950304,NA,NA,recent,2.9,4.6,4.5,3.8,4.2,1.7,5.571428571428571,5.571428571428571,3.5,4.142857142857143,6,1.3,1,1.7,1.2,1.5333348382954495,-0.3209480242393285,0.3868266614680418,1.0630846766850797,0.6113898034824484
140,typical,MI,941.6363636363636,NA,NA,recent,2.9,4.6,4.5,3.8,4.2,1.7,5.571428571428571,5.571428571428571,3.5,4.142857142857143,6,1.3,1,1.7,1.2,1.5333348382954495,-0.3209480242393285,0.3868266614680418,1.0630846766850797,0.6113898034824484
141,disfigured,MI,664.4371483365925,NA,NA,recent,1.8,2.9,3.1,2.3,4.4,2.5,6,6.571428571428571,6,3.5714285714285716,6.25,2.5,1.5,2.7,2.8,1.6833471539427531,1.93466571254756,-0.06034607155899718,1.431710358134823,1.6655876631635826
141,typical,MI,620.9130434782609,NA,NA,recent,1.8,2.9,3.1,2.3,4.4,2.5,6,6.571428571428571,6,3.5714285714285716,6.25,2.5,1.5,2.7,2.8,1.6833471539427531,1.93466571254756,-0.06034607155899718,1.431710358134823,1.6655876631635826
142,disfigured,MI,824.8984099878677,NA,NA,recent,3,4.2,4.2,3.7,4.5,2.9,4.571428571428571,6.714285714285714,3.375,6.142857142857143,5.5,3.1,1.8,3.1,1.7,1.2333102070008422,-0.4337287110786729,1.9519312270626776,0.2029580866356793,1.816187357403745
142,typical,MI,750.3984099878677,NA,NA,recent,3,4.2,4.2,3.7,4.5,2.9,4.571428571428571,6.714285714285714,3.375,6.142857142857143,5.5,3.1,1.8,3.1,1.7,1.2333102070008422,-0.4337287110786729,1.9519312270626776,0.2029580866356793,1.816187357403745
144,disfigured,MI,797.7910627508525,NA,NA,not recent,4.1,2.8,4.5,3,3.7,3,5.142857142857143,5.714285714285714,1.625,4.428571428571429,4.5,2.8,1.5,2.6,2,0.6332609444116276,-2.0126583268294946,0.610413027981561,0.6944589952353372,0.7619894977226108
144,typical,MI,766.2916666666666,NA,NA,not recent,4.1,2.8,4.5,3,3.7,3,5.142857142857143,5.714285714285714,1.625,4.428571428571429,4.5,2.8,1.5,2.6,2,0.6332609444116276,-2.0126583268294946,0.610413027981561,0.6944589952353372,0.7619894977226108
145,disfigured,MI,547.2083333333334,NA,NA,not recent,3.4,4.1,3.3,4,4.2,3.6,3.857142857142857,5.285714285714286,3,3.2857142857142856,1.25,1.1,1,1.1,1,-1.3168991590033197,-0.7720707715967062,-0.28393243807251684,-0.4114180491138921,0.3101904150021244
145,typical,MI,517.2083333333334,NA,NA,not recent,3.4,4.1,3.3,4,4.2,3.6,3.857142857142857,5.285714285714286,3,3.2857142857142856,1.25,1.1,1,1.1,1,-1.3168991590033197,-0.7720707715967062,-0.28393243807251684,-0.4114180491138921,0.3101904150021244
146,disfigured,MI,509.6521739130435,NA,NA,recent,2.5,3.3,4.1,2.7,3.1,3.6,5,5,4.125,4.714285714285714,4.5,3.3,1,3.5,1.8,0.6332609444116276,0.24295540995739362,0.8339993944950804,0.57158376808542255,0.008991026521800477
146,typical,MI,508.3181818181818,NA,NA,recent,2.5,3.3,4.1,2.7,3.1,3.6,5,5,4.125,4.714285714285714,4.5,3.3,1,3.5,1.8,0.6332609444116276,0.24295540995739362,0.8339993944950804,0.57158376808542255,0.008991026521800477
201,disfigured,GL,565.9130434782609,NA,NA,recent,3.4,3.8,3.5,3.6,4.8,2.5,5.428571428571429,4.857142857142857,2,5.857142857142857,5.25,1,1,1,1,1.0832978913535385,-1.6743162663114615,1.7283448605491576,0.9402094495351657,-0.14160866771836197
201,typical,GL,544.0416666666666,NA,NA,recent,3.4,3.8,3.5,3.6,4.8,2.5,5.428571428571429,4.857142857142857,2,5.857142857142857,5.25,1,1,1,1,1.0832978913535385,-1.6743162663114615,1.7283448605491576,0.9402094495351657,-0.14160866771836197
202,disfigured,GL,573.125,NA,NA,recent,1.9,4.7,3.1,2.9,3.8,2.6,5,5.428571428571429,4.875,1.8571428571428572,4,4.3,1.4,3.9,2.1,0.33323631311702034,0.9196395309934602,-1.4018642706401139,0.57158376808542255,0.46079010924228686
202,typical,GL,571.2916666666666,NA,NA,recent,1.9,4.7,3.1,2.9,3.8,2.6,5,5.428571428571429,4.875,1.8571428571428572,4,4.3,1.4,3.9,2.1,0.33323631311702034,0.9196395309934602,-1.4018642706401139,0.57158376808542255,0.46079010924228686
203,disfigured,GL,899.2916666666666,NA,NA,not recent,3.3,2.2,4.1,2.9,2.3,2.2,5,5.571428571428571,3.375,3.5714285714285716,1.75,1.8,1.6,2,2,-1.0168745277087126,-0.4337287110786729,-0.06034607155899718,0.57158376808542255,0.6113898034824484
203,typical,GL,887.695652173913,NA,NA,not recent,3.3,2.2,4.1,2.9,2.3,2.2,5,5.571428571428571,3.375,3.5714285714285716,1.75,1.8,1.6,2,2,-1.0168745277087126,-0.4337287110786729,-0.06034607155899718,0.57158376808542255,0.6113898034824484
204,disfigured,GL,487.7916666666667,NA,NA,recent,3.9,3.8,3.4,3.6,4.2,4.5,5,3.7142857142857144,2.5,3,4.5,2.1,1,2,1.7,0.6332609444116276,-1.223193518954084,-0.5075188045860362,0.57158376808542255,-1.3464062216396577
204,typical,GL,490.3478260869565,NA,NA,recent,3.9,3.8,3.4,3.6,4.2,4.5,5,3.7142857142857144,2.5,3,4.5,2.1,1,2,1.7,0.6332609444116276,-1.223193518954084,-0.5075188045860362,0.57158376808542255,-1.3464062216396577
205,disfigured,GL,440.55,NA,NA,not recent,3.8,3.5,2.9,3.7,4.5,3.9,3.5714285714285716,4.285714285714286,3,2.857142857142857,1,2,1,1.8,1,-1.4669114746506233,-0.7720707715967062,-0.6193119878427958,-0.6571685034137207,-0.7440074446790098
205,typical,GL,451.95652173913044,NA,NA,not recent,3.8,3.5,2.9,3.7,4.5,3.9,3.5714285714285716,4.285714285714286,3,2.857142857142857,1,2,1,1.8,1,-1.4669114746506233,-0.7720707715967062,-0.6193119878427958,-0.6571685034137207,-0.7440074446790098
206,disfigured,GL,548.1765703546973,NA,NA,not recent,3,3.6,3.5,3.5,3.7,3.2,3,3.7142857142857144,3.25,3.2857142857142856,2,2.3,1.3,2.2,1.9,-0.8668622120614088,-0.5465093979180173,-0.28393243807251684,-1.1486694120133782,-1.3464062216396577
206,typical,GL,515.7916666666666,NA,NA,not recent,3,3.6,3.5,3.5,3.7,3.2,3,3.7142857142857144,3.25,3.2857142857142856,2,2.3,1.3,2.2,1.9,-0.8668622120614088,-0.5465093979180173,-0.28393243807251684,-1.1486694120133782,-1.3464062216396577
207,disfigured,GL,659.4278161863556,NA,NA,recent,3.3,3.7,2.9,3,3.9,3.4,6.571428571428571,6.142857142857143,5.125,1.7142857142857142,1.5,6.8,3.8,6.9,3.2,-1.1668868433560162,1.145200904672149,-1.5136574538968737,1.92321126673448,1.2137885804430972
207,typical,GL,611.9583333333334,NA,NA,recent,3.3,3.7,2.9,3,3.9,3.4,6.571428571428571,6.142857142857143,5.125,1.7142857142857142,1.5,6.8,3.8,6.9,3.2,-1.1668868433560162,1.145200904672149,-1.5136574538968737,1.92321126673448,1.2137885804430972
208,disfigured,GL,794.536579290108,NA,NA,not recent,2.8,3,3.5,3.1,3.5,3.1,4.285714285714286,4.714285714285714,3,2.142857142857143,2.75,1.1,1,1.1,1,-0.4168252651194979,-0.7720707715967062,-1.1782779041265945,-0.04279236766414927,-0.29220836195852345
208,typical,GL,732.7272727272727,NA,NA,not recent,2.8,3,3.5,3.1,3.5,3.1,4.285714285714286,4.714285714285714,3,2.142857142857143,2.75,1.1,1,1.1,1,-0.4168252651194979,-0.7720707715967062,-1.1782779041265945,-0.04279236766414927,-0.29220836195852345
209,disfigured,GL,794.0384055058191,NA,NA,not recent,3,3.1,3.3,4.3,3.5,3.1,3.4285714285714284,4.142857142857143,3,4,4.5,1.4,1.5,1.9,1.8,0.6332609444116276,-0.7720707715967062,0.27503347821128177,-0.7800437305636353,-0.8946071389191713
209,typical,GL,779.8636363636364,NA,NA,not recent,3,3.1,3.3,4.3,3.5,3.1,3.4285714285714284,4.142857142857143,3,4,4.5,1.4,1.5,1.9,1.8,0.6332609444116276,-0.7720707715967062,0.27503347821128177,-0.7800437305636353,-0.8946071389191713
210,disfigured,GL,555.9545454545455,NA,NA,not recent,2.8,3.6,2.3,3.8,4.3,1.7,4,5.428571428571429,3.125,4.285714285714286,1,1,1,1,1,-1.4669114746506233,-0.6592900847573617,0.4986198447248011,-0.28854282196397785,0.46079010924228686
210,typical,GL,590.3478260869565,NA,NA,not recent,2.8,3.6,2.3,3.8,4.3,1.7,4,5.428571428571429,3.125,4.285714285714286,1,1,1,1,1,-1.4669114746506233,-0.6592900847573617,0.4986198447248011,-0.28854282196397785,0.46079010924228686
