TOST_t1,TOST_p1,TOST_t2,TOST_p2,TOST_df,LL_CI_TOST,UL_CI_TOST,NHST_t,NHST_p
2.0114482849797604,0.02267915295240624,-4.549120351672063,4.214953234321625e-6,248.39247916047162,-18.867070577725947,2.4694875396720786,-1.2688360333461515,0.20568727973983725
