user_id,blockcode,position,trial_type,block,trialnum,rt,response,site,stim_id,face_sex,face_type,target,correct,mean_rt,sd_rt,n_correct
406,real_c,topleft,diff,c,3,537,23,VU,wmn5,m,typical,square,1,598.9583333333334,121.18931178441497,48
406,real_c,topright,diff,c,4,494,18,VU,wmd4,m,disfigured,circle,1,598.9583333333334,121.18931178441497,48
406,real_c,bottomleft,diff,c,8,808,23,VU,wmd5,m,disfigured,square,1,598.9583333333334,121.18931178441497,48
406,real_c,topleft,diff,c,9,817,18,VU,wfn4,f,typical,circle,1,598.9583333333334,121.18931178441497,48
406,real_c,topright,diff,c,12,541,18,VU,wmn3,m,typical,circle,1,598.9583333333334,121.18931178441497,48
406,real_c,bottomleft,diff,c,13,530,23,VU,wfn3,f,typical,square,1,598.9583333333334,121.18931178441497,48
406,real_c,bottomright,diff,c,14,559,18,VU,wfd5,f,disfigured,circle,1,598.9583333333334,121.18931178441497,48
406,real_c,topleft,diff,c,15,579,18,VU,wfd3,f,disfigured,circle,1,598.9583333333334,121.18931178441497,48
406,real_c,bottomright,diff,c,16,558,23,VU,wmn4,m,typical,square,1,598.9583333333334,121.18931178441497,48
406,real_c,bottomleft,diff,c,17,546,18,VU,wfd4,f,disfigured,circle,1,598.9583333333334,121.18931178441497,48
406,real_c,bottomright,diff,c,19,663,18,VU,wmd3,m,disfigured,circle,1,598.9583333333334,121.18931178441497,48
406,real_d,topright,diff,d,1,864,18,VU,wfn8,f,typical,circle,1,598.9583333333334,121.18931178441497,48
406,real_d,topleft,diff,d,2,583,23,VU,wmn8,m,typical,square,1,598.9583333333334,121.18931178441497,48
406,real_d,bottomleft,diff,d,3,610,18,VU,wfd10,f,disfigured,circle,1,598.9583333333334,121.18931178441497,48
406,real_d,bottomleft,diff,d,4,517,18,VU,wmn9,m,typical,circle,1,598.9583333333334,121.18931178441497,48
406,real_d,bottomright,diff,d,5,442,18,VU,wmn10,m,typical,circle,1,598.9583333333334,121.18931178441497,48
406,real_d,topright,diff,d,7,599,23,VU,wmd10,m,disfigured,square,1,598.9583333333334,121.18931178441497,48
406,real_d,bottomright,diff,d,8,497,18,VU,wfn9,f,typical,circle,1,598.9583333333334,121.18931178441497,48
406,real_d,bottomleft,diff,d,10,574,18,VU,wmd8,m,disfigured,circle,1,598.9583333333334,121.18931178441497,48
406,real_d,topright,diff,d,12,566,23,VU,wfd9,f,disfigured,square,1,598.9583333333334,121.18931178441497,48
406,real_d,bottomright,diff,d,13,570,23,VU,wfd8,f,disfigured,square,1,598.9583333333334,121.18931178441497,48
406,real_d,topleft,diff,d,14,605,18,VU,wmd9,m,disfigured,circle,1,598.9583333333334,121.18931178441497,48
